"chr"	"start"	"end"	"wgs_block"	"file_name"
"7"	"126600001"	"126650000"	"b2532"	"ukb24304_c7_b2532_v1.vcf.gz"
"7"	"126650001"	"126700000"	"b2533"	"ukb24304_c7_b2533_v1.vcf.gz"
"7"	"126700001"	"126750000"	"b2534"	"ukb24304_c7_b2534_v1.vcf.gz"
"7"	"126750001"	"126800000"	"b2535"	"ukb24304_c7_b2535_v1.vcf.gz"
"7"	"126800001"	"126850000"	"b2536"	"ukb24304_c7_b2536_v1.vcf.gz"
"7"	"126850001"	"126900000"	"b2537"	"ukb24304_c7_b2537_v1.vcf.gz"
"7"	"126900001"	"126950000"	"b2538"	"ukb24304_c7_b2538_v1.vcf.gz"
"7"	"126950001"	"1.27e+08"	"b2539"	"ukb24304_c7_b2539_v1.vcf.gz"
"7"	"127000001"	"127050000"	"b2540"	"ukb24304_c7_b2540_v1.vcf.gz"
"7"	"127050001"	"127100000"	"b2541"	"ukb24304_c7_b2541_v1.vcf.gz"
"7"	"127100001"	"127150000"	"b2542"	"ukb24304_c7_b2542_v1.vcf.gz"
"7"	"127150001"	"127200000"	"b2543"	"ukb24304_c7_b2543_v1.vcf.gz"
"7"	"127200001"	"127250000"	"b2544"	"ukb24304_c7_b2544_v1.vcf.gz"
"7"	"127250001"	"127300000"	"b2545"	"ukb24304_c7_b2545_v1.vcf.gz"
"7"	"127300001"	"127350000"	"b2546"	"ukb24304_c7_b2546_v1.vcf.gz"
"7"	"127350001"	"127400000"	"b2547"	"ukb24304_c7_b2547_v1.vcf.gz"
"7"	"127400001"	"127450000"	"b2548"	"ukb24304_c7_b2548_v1.vcf.gz"
"7"	"127450001"	"127500000"	"b2549"	"ukb24304_c7_b2549_v1.vcf.gz"
"7"	"127500001"	"127550000"	"b2550"	"ukb24304_c7_b2550_v1.vcf.gz"
"7"	"127550001"	"127600000"	"b2551"	"ukb24304_c7_b2551_v1.vcf.gz"
"7"	"127600001"	"127650000"	"b2552"	"ukb24304_c7_b2552_v1.vcf.gz"
"7"	"127650001"	"127700000"	"b2553"	"ukb24304_c7_b2553_v1.vcf.gz"
"7"	"127700001"	"127750000"	"b2554"	"ukb24304_c7_b2554_v1.vcf.gz"
"7"	"127750001"	"127800000"	"b2555"	"ukb24304_c7_b2555_v1.vcf.gz"
"7"	"127800001"	"127850000"	"b2556"	"ukb24304_c7_b2556_v1.vcf.gz"
"7"	"127850001"	"127900000"	"b2557"	"ukb24304_c7_b2557_v1.vcf.gz"
"7"	"127900001"	"127950000"	"b2558"	"ukb24304_c7_b2558_v1.vcf.gz"
"7"	"127950001"	"1.28e+08"	"b2559"	"ukb24304_c7_b2559_v1.vcf.gz"
"7"	"128000001"	"128050000"	"b2560"	"ukb24304_c7_b2560_v1.vcf.gz"
"7"	"128050001"	"128100000"	"b2561"	"ukb24304_c7_b2561_v1.vcf.gz"
"7"	"128100001"	"128150000"	"b2562"	"ukb24304_c7_b2562_v1.vcf.gz"
"7"	"128150001"	"128200000"	"b2563"	"ukb24304_c7_b2563_v1.vcf.gz"
"7"	"128200001"	"128250000"	"b2564"	"ukb24304_c7_b2564_v1.vcf.gz"
"7"	"128250001"	"128300000"	"b2565"	"ukb24304_c7_b2565_v1.vcf.gz"
"7"	"128300001"	"128350000"	"b2566"	"ukb24304_c7_b2566_v1.vcf.gz"
"7"	"128350001"	"128400000"	"b2567"	"ukb24304_c7_b2567_v1.vcf.gz"
"7"	"128400001"	"128450000"	"b2568"	"ukb24304_c7_b2568_v1.vcf.gz"
"7"	"128450001"	"128500000"	"b2569"	"ukb24304_c7_b2569_v1.vcf.gz"
"7"	"128500001"	"128550000"	"b2570"	"ukb24304_c7_b2570_v1.vcf.gz"
"7"	"128550001"	"128600000"	"b2571"	"ukb24304_c7_b2571_v1.vcf.gz"
"7"	"128600001"	"128650000"	"b2572"	"ukb24304_c7_b2572_v1.vcf.gz"
"7"	"128650001"	"128700000"	"b2573"	"ukb24304_c7_b2573_v1.vcf.gz"
"7"	"128700001"	"128750000"	"b2574"	"ukb24304_c7_b2574_v1.vcf.gz"
"7"	"128750001"	"128800000"	"b2575"	"ukb24304_c7_b2575_v1.vcf.gz"
"7"	"128800001"	"128850000"	"b2576"	"ukb24304_c7_b2576_v1.vcf.gz"
"7"	"128850001"	"128900000"	"b2577"	"ukb24304_c7_b2577_v1.vcf.gz"
"7"	"128900001"	"128950000"	"b2578"	"ukb24304_c7_b2578_v1.vcf.gz"
"7"	"128950001"	"1.29e+08"	"b2579"	"ukb24304_c7_b2579_v1.vcf.gz"
"7"	"129000001"	"129050000"	"b2580"	"ukb24304_c7_b2580_v1.vcf.gz"
"7"	"129050001"	"129100000"	"b2581"	"ukb24304_c7_b2581_v1.vcf.gz"
"7"	"129100001"	"129150000"	"b2582"	"ukb24304_c7_b2582_v1.vcf.gz"
"7"	"129150001"	"129200000"	"b2583"	"ukb24304_c7_b2583_v1.vcf.gz"
"7"	"129200001"	"129250000"	"b2584"	"ukb24304_c7_b2584_v1.vcf.gz"
"7"	"129250001"	"129300000"	"b2585"	"ukb24304_c7_b2585_v1.vcf.gz"
"7"	"129300001"	"129350000"	"b2586"	"ukb24304_c7_b2586_v1.vcf.gz"
"7"	"129350001"	"129400000"	"b2587"	"ukb24304_c7_b2587_v1.vcf.gz"
"7"	"129400001"	"129450000"	"b2588"	"ukb24304_c7_b2588_v1.vcf.gz"
"7"	"129450001"	"129500000"	"b2589"	"ukb24304_c7_b2589_v1.vcf.gz"
"7"	"129500001"	"129550000"	"b2590"	"ukb24304_c7_b2590_v1.vcf.gz"
"7"	"129550001"	"129600000"	"b2591"	"ukb24304_c7_b2591_v1.vcf.gz"
"7"	"129600001"	"129650000"	"b2592"	"ukb24304_c7_b2592_v1.vcf.gz"
"7"	"129650001"	"129700000"	"b2593"	"ukb24304_c7_b2593_v1.vcf.gz"
"7"	"129700001"	"129750000"	"b2594"	"ukb24304_c7_b2594_v1.vcf.gz"
"7"	"129750001"	"129800000"	"b2595"	"ukb24304_c7_b2595_v1.vcf.gz"
"7"	"129800001"	"129850000"	"b2596"	"ukb24304_c7_b2596_v1.vcf.gz"
"7"	"129850001"	"129900000"	"b2597"	"ukb24304_c7_b2597_v1.vcf.gz"
"7"	"129900001"	"129950000"	"b2598"	"ukb24304_c7_b2598_v1.vcf.gz"
"7"	"129950001"	"1.3e+08"	"b2599"	"ukb24304_c7_b2599_v1.vcf.gz"
"7"	"130000001"	"130050000"	"b2600"	"ukb24304_c7_b2600_v1.vcf.gz"
"7"	"130050001"	"130100000"	"b2601"	"ukb24304_c7_b2601_v1.vcf.gz"
"7"	"130100001"	"130150000"	"b2602"	"ukb24304_c7_b2602_v1.vcf.gz"
"7"	"130150001"	"130200000"	"b2603"	"ukb24304_c7_b2603_v1.vcf.gz"
"7"	"130200001"	"130250000"	"b2604"	"ukb24304_c7_b2604_v1.vcf.gz"
"7"	"130250001"	"130300000"	"b2605"	"ukb24304_c7_b2605_v1.vcf.gz"
"7"	"130300001"	"130350000"	"b2606"	"ukb24304_c7_b2606_v1.vcf.gz"
"7"	"130350001"	"130400000"	"b2607"	"ukb24304_c7_b2607_v1.vcf.gz"
"7"	"130400001"	"130450000"	"b2608"	"ukb24304_c7_b2608_v1.vcf.gz"
"7"	"130450001"	"130500000"	"b2609"	"ukb24304_c7_b2609_v1.vcf.gz"
"7"	"130500001"	"130550000"	"b2610"	"ukb24304_c7_b2610_v1.vcf.gz"
"7"	"130550001"	"130600000"	"b2611"	"ukb24304_c7_b2611_v1.vcf.gz"
"7"	"130600001"	"130650000"	"b2612"	"ukb24304_c7_b2612_v1.vcf.gz"
"7"	"130650001"	"130700000"	"b2613"	"ukb24304_c7_b2613_v1.vcf.gz"
"7"	"130700001"	"130750000"	"b2614"	"ukb24304_c7_b2614_v1.vcf.gz"
"7"	"130750001"	"130800000"	"b2615"	"ukb24304_c7_b2615_v1.vcf.gz"
"7"	"130800001"	"130850000"	"b2616"	"ukb24304_c7_b2616_v1.vcf.gz"
"7"	"130850001"	"130900000"	"b2617"	"ukb24304_c7_b2617_v1.vcf.gz"
"7"	"130900001"	"130950000"	"b2618"	"ukb24304_c7_b2618_v1.vcf.gz"
"7"	"130950001"	"1.31e+08"	"b2619"	"ukb24304_c7_b2619_v1.vcf.gz"
"7"	"131000001"	"131050000"	"b2620"	"ukb24304_c7_b2620_v1.vcf.gz"
"7"	"131050001"	"131100000"	"b2621"	"ukb24304_c7_b2621_v1.vcf.gz"
"7"	"131100001"	"131150000"	"b2622"	"ukb24304_c7_b2622_v1.vcf.gz"
"7"	"131150001"	"131200000"	"b2623"	"ukb24304_c7_b2623_v1.vcf.gz"
"7"	"131200001"	"131250000"	"b2624"	"ukb24304_c7_b2624_v1.vcf.gz"
"7"	"131250001"	"131300000"	"b2625"	"ukb24304_c7_b2625_v1.vcf.gz"
"7"	"131300001"	"131350000"	"b2626"	"ukb24304_c7_b2626_v1.vcf.gz"
"7"	"131350001"	"131400000"	"b2627"	"ukb24304_c7_b2627_v1.vcf.gz"
"7"	"131400001"	"131450000"	"b2628"	"ukb24304_c7_b2628_v1.vcf.gz"
"7"	"131450001"	"131500000"	"b2629"	"ukb24304_c7_b2629_v1.vcf.gz"
"7"	"131500001"	"131550000"	"b2630"	"ukb24304_c7_b2630_v1.vcf.gz"
"7"	"131550001"	"131600000"	"b2631"	"ukb24304_c7_b2631_v1.vcf.gz"
"7"	"131600001"	"131650000"	"b2632"	"ukb24304_c7_b2632_v1.vcf.gz"
"7"	"131650001"	"131700000"	"b2633"	"ukb24304_c7_b2633_v1.vcf.gz"
"7"	"131700001"	"131750000"	"b2634"	"ukb24304_c7_b2634_v1.vcf.gz"
"7"	"131750001"	"131800000"	"b2635"	"ukb24304_c7_b2635_v1.vcf.gz"
"7"	"131800001"	"131850000"	"b2636"	"ukb24304_c7_b2636_v1.vcf.gz"
"7"	"131850001"	"131900000"	"b2637"	"ukb24304_c7_b2637_v1.vcf.gz"
"7"	"131900001"	"131950000"	"b2638"	"ukb24304_c7_b2638_v1.vcf.gz"
"7"	"131950001"	"1.32e+08"	"b2639"	"ukb24304_c7_b2639_v1.vcf.gz"
"7"	"132000001"	"132050000"	"b2640"	"ukb24304_c7_b2640_v1.vcf.gz"
"7"	"132050001"	"132100000"	"b2641"	"ukb24304_c7_b2641_v1.vcf.gz"
"7"	"132100001"	"132150000"	"b2642"	"ukb24304_c7_b2642_v1.vcf.gz"
"7"	"132150001"	"132200000"	"b2643"	"ukb24304_c7_b2643_v1.vcf.gz"
"7"	"132200001"	"132250000"	"b2644"	"ukb24304_c7_b2644_v1.vcf.gz"
"7"	"132250001"	"132300000"	"b2645"	"ukb24304_c7_b2645_v1.vcf.gz"
"7"	"132300001"	"132350000"	"b2646"	"ukb24304_c7_b2646_v1.vcf.gz"
"7"	"132350001"	"132400000"	"b2647"	"ukb24304_c7_b2647_v1.vcf.gz"
"7"	"132400001"	"132450000"	"b2648"	"ukb24304_c7_b2648_v1.vcf.gz"
"7"	"132450001"	"132500000"	"b2649"	"ukb24304_c7_b2649_v1.vcf.gz"
"7"	"132500001"	"132550000"	"b2650"	"ukb24304_c7_b2650_v1.vcf.gz"
"7"	"132550001"	"132600000"	"b2651"	"ukb24304_c7_b2651_v1.vcf.gz"
"7"	"132600001"	"132650000"	"b2652"	"ukb24304_c7_b2652_v1.vcf.gz"
"7"	"132650001"	"132700000"	"b2653"	"ukb24304_c7_b2653_v1.vcf.gz"
"7"	"132700001"	"132750000"	"b2654"	"ukb24304_c7_b2654_v1.vcf.gz"
"7"	"132750001"	"132800000"	"b2655"	"ukb24304_c7_b2655_v1.vcf.gz"
"7"	"132800001"	"132850000"	"b2656"	"ukb24304_c7_b2656_v1.vcf.gz"
"7"	"132850001"	"132900000"	"b2657"	"ukb24304_c7_b2657_v1.vcf.gz"
"7"	"132900001"	"132950000"	"b2658"	"ukb24304_c7_b2658_v1.vcf.gz"
"7"	"132950001"	"1.33e+08"	"b2659"	"ukb24304_c7_b2659_v1.vcf.gz"
"7"	"133000001"	"133050000"	"b2660"	"ukb24304_c7_b2660_v1.vcf.gz"
"7"	"133050001"	"133100000"	"b2661"	"ukb24304_c7_b2661_v1.vcf.gz"
"7"	"133100001"	"133150000"	"b2662"	"ukb24304_c7_b2662_v1.vcf.gz"
"7"	"133150001"	"133200000"	"b2663"	"ukb24304_c7_b2663_v1.vcf.gz"
"7"	"133200001"	"133250000"	"b2664"	"ukb24304_c7_b2664_v1.vcf.gz"
"7"	"133250001"	"133300000"	"b2665"	"ukb24304_c7_b2665_v1.vcf.gz"
"7"	"133300001"	"133350000"	"b2666"	"ukb24304_c7_b2666_v1.vcf.gz"
"7"	"133350001"	"133400000"	"b2667"	"ukb24304_c7_b2667_v1.vcf.gz"
"7"	"133400001"	"133450000"	"b2668"	"ukb24304_c7_b2668_v1.vcf.gz"
"7"	"133450001"	"133500000"	"b2669"	"ukb24304_c7_b2669_v1.vcf.gz"
"7"	"133500001"	"133550000"	"b2670"	"ukb24304_c7_b2670_v1.vcf.gz"
"7"	"133550001"	"133600000"	"b2671"	"ukb24304_c7_b2671_v1.vcf.gz"
"7"	"133600001"	"133650000"	"b2672"	"ukb24304_c7_b2672_v1.vcf.gz"
"7"	"133650001"	"133700000"	"b2673"	"ukb24304_c7_b2673_v1.vcf.gz"
"7"	"133700001"	"133750000"	"b2674"	"ukb24304_c7_b2674_v1.vcf.gz"
"7"	"133750001"	"133800000"	"b2675"	"ukb24304_c7_b2675_v1.vcf.gz"
"7"	"133800001"	"133850000"	"b2676"	"ukb24304_c7_b2676_v1.vcf.gz"
"7"	"133850001"	"133900000"	"b2677"	"ukb24304_c7_b2677_v1.vcf.gz"
"7"	"133900001"	"133950000"	"b2678"	"ukb24304_c7_b2678_v1.vcf.gz"
"7"	"133950001"	"1.34e+08"	"b2679"	"ukb24304_c7_b2679_v1.vcf.gz"
"7"	"134000001"	"134050000"	"b2680"	"ukb24304_c7_b2680_v1.vcf.gz"
"7"	"134050001"	"134100000"	"b2681"	"ukb24304_c7_b2681_v1.vcf.gz"
"7"	"134100001"	"134150000"	"b2682"	"ukb24304_c7_b2682_v1.vcf.gz"
"7"	"134150001"	"134200000"	"b2683"	"ukb24304_c7_b2683_v1.vcf.gz"
"7"	"134200001"	"134250000"	"b2684"	"ukb24304_c7_b2684_v1.vcf.gz"
"7"	"134250001"	"134300000"	"b2685"	"ukb24304_c7_b2685_v1.vcf.gz"
"7"	"134300001"	"134350000"	"b2686"	"ukb24304_c7_b2686_v1.vcf.gz"
"7"	"134350001"	"134400000"	"b2687"	"ukb24304_c7_b2687_v1.vcf.gz"
"7"	"134400001"	"134450000"	"b2688"	"ukb24304_c7_b2688_v1.vcf.gz"
"7"	"134450001"	"134500000"	"b2689"	"ukb24304_c7_b2689_v1.vcf.gz"
"7"	"134500001"	"134550000"	"b2690"	"ukb24304_c7_b2690_v1.vcf.gz"
"7"	"134550001"	"134600000"	"b2691"	"ukb24304_c7_b2691_v1.vcf.gz"
"7"	"134600001"	"134650000"	"b2692"	"ukb24304_c7_b2692_v1.vcf.gz"
"7"	"134650001"	"134700000"	"b2693"	"ukb24304_c7_b2693_v1.vcf.gz"
"7"	"134700001"	"134750000"	"b2694"	"ukb24304_c7_b2694_v1.vcf.gz"
"7"	"134750001"	"134800000"	"b2695"	"ukb24304_c7_b2695_v1.vcf.gz"
"7"	"134800001"	"134850000"	"b2696"	"ukb24304_c7_b2696_v1.vcf.gz"
"7"	"134850001"	"134900000"	"b2697"	"ukb24304_c7_b2697_v1.vcf.gz"
"7"	"134900001"	"134950000"	"b2698"	"ukb24304_c7_b2698_v1.vcf.gz"
"7"	"134950001"	"1.35e+08"	"b2699"	"ukb24304_c7_b2699_v1.vcf.gz"
"7"	"135000001"	"135050000"	"b2700"	"ukb24304_c7_b2700_v1.vcf.gz"
"7"	"135050001"	"135100000"	"b2701"	"ukb24304_c7_b2701_v1.vcf.gz"
"7"	"135100001"	"135150000"	"b2702"	"ukb24304_c7_b2702_v1.vcf.gz"
"7"	"135150001"	"135200000"	"b2703"	"ukb24304_c7_b2703_v1.vcf.gz"
"7"	"135200001"	"135250000"	"b2704"	"ukb24304_c7_b2704_v1.vcf.gz"
"7"	"135250001"	"135300000"	"b2705"	"ukb24304_c7_b2705_v1.vcf.gz"
"7"	"135300001"	"135350000"	"b2706"	"ukb24304_c7_b2706_v1.vcf.gz"
"7"	"135350001"	"135400000"	"b2707"	"ukb24304_c7_b2707_v1.vcf.gz"
"7"	"135400001"	"135450000"	"b2708"	"ukb24304_c7_b2708_v1.vcf.gz"
"7"	"135450001"	"135500000"	"b2709"	"ukb24304_c7_b2709_v1.vcf.gz"
"7"	"135500001"	"135550000"	"b2710"	"ukb24304_c7_b2710_v1.vcf.gz"
"7"	"135550001"	"135600000"	"b2711"	"ukb24304_c7_b2711_v1.vcf.gz"
"7"	"135600001"	"135650000"	"b2712"	"ukb24304_c7_b2712_v1.vcf.gz"
"7"	"135650001"	"135700000"	"b2713"	"ukb24304_c7_b2713_v1.vcf.gz"
"7"	"135700001"	"135750000"	"b2714"	"ukb24304_c7_b2714_v1.vcf.gz"
"7"	"135750001"	"135800000"	"b2715"	"ukb24304_c7_b2715_v1.vcf.gz"
"7"	"135800001"	"135850000"	"b2716"	"ukb24304_c7_b2716_v1.vcf.gz"
"7"	"135850001"	"135900000"	"b2717"	"ukb24304_c7_b2717_v1.vcf.gz"
"7"	"135900001"	"135950000"	"b2718"	"ukb24304_c7_b2718_v1.vcf.gz"
"7"	"135950001"	"1.36e+08"	"b2719"	"ukb24304_c7_b2719_v1.vcf.gz"
"7"	"136000001"	"136050000"	"b2720"	"ukb24304_c7_b2720_v1.vcf.gz"
"7"	"136050001"	"136100000"	"b2721"	"ukb24304_c7_b2721_v1.vcf.gz"
"7"	"136100001"	"136150000"	"b2722"	"ukb24304_c7_b2722_v1.vcf.gz"
"7"	"136150001"	"136200000"	"b2723"	"ukb24304_c7_b2723_v1.vcf.gz"
"7"	"136200001"	"136250000"	"b2724"	"ukb24304_c7_b2724_v1.vcf.gz"
"7"	"136250001"	"136300000"	"b2725"	"ukb24304_c7_b2725_v1.vcf.gz"
"7"	"136300001"	"136350000"	"b2726"	"ukb24304_c7_b2726_v1.vcf.gz"
"7"	"136350001"	"136400000"	"b2727"	"ukb24304_c7_b2727_v1.vcf.gz"
"7"	"136400001"	"136450000"	"b2728"	"ukb24304_c7_b2728_v1.vcf.gz"
"7"	"136450001"	"136500000"	"b2729"	"ukb24304_c7_b2729_v1.vcf.gz"
"7"	"136500001"	"136550000"	"b2730"	"ukb24304_c7_b2730_v1.vcf.gz"
"7"	"136550001"	"136600000"	"b2731"	"ukb24304_c7_b2731_v1.vcf.gz"
"7"	"136600001"	"136650000"	"b2732"	"ukb24304_c7_b2732_v1.vcf.gz"
"7"	"136650001"	"136700000"	"b2733"	"ukb24304_c7_b2733_v1.vcf.gz"
"7"	"136700001"	"136750000"	"b2734"	"ukb24304_c7_b2734_v1.vcf.gz"
"7"	"136750001"	"136800000"	"b2735"	"ukb24304_c7_b2735_v1.vcf.gz"
"7"	"136800001"	"136850000"	"b2736"	"ukb24304_c7_b2736_v1.vcf.gz"
"7"	"136850001"	"136900000"	"b2737"	"ukb24304_c7_b2737_v1.vcf.gz"
"7"	"136900001"	"136950000"	"b2738"	"ukb24304_c7_b2738_v1.vcf.gz"
"7"	"136950001"	"1.37e+08"	"b2739"	"ukb24304_c7_b2739_v1.vcf.gz"
"7"	"137000001"	"137050000"	"b2740"	"ukb24304_c7_b2740_v1.vcf.gz"
"7"	"137050001"	"137100000"	"b2741"	"ukb24304_c7_b2741_v1.vcf.gz"
"7"	"137100001"	"137150000"	"b2742"	"ukb24304_c7_b2742_v1.vcf.gz"
"7"	"137150001"	"137200000"	"b2743"	"ukb24304_c7_b2743_v1.vcf.gz"
"7"	"137200001"	"137250000"	"b2744"	"ukb24304_c7_b2744_v1.vcf.gz"
"7"	"137250001"	"137300000"	"b2745"	"ukb24304_c7_b2745_v1.vcf.gz"
"7"	"137300001"	"137350000"	"b2746"	"ukb24304_c7_b2746_v1.vcf.gz"
"7"	"137350001"	"137400000"	"b2747"	"ukb24304_c7_b2747_v1.vcf.gz"
"7"	"137400001"	"137450000"	"b2748"	"ukb24304_c7_b2748_v1.vcf.gz"
"7"	"137450001"	"137500000"	"b2749"	"ukb24304_c7_b2749_v1.vcf.gz"
"7"	"137500001"	"137550000"	"b2750"	"ukb24304_c7_b2750_v1.vcf.gz"
"7"	"137550001"	"137600000"	"b2751"	"ukb24304_c7_b2751_v1.vcf.gz"
"7"	"137600001"	"137650000"	"b2752"	"ukb24304_c7_b2752_v1.vcf.gz"
"7"	"137650001"	"137700000"	"b2753"	"ukb24304_c7_b2753_v1.vcf.gz"
"7"	"137700001"	"137750000"	"b2754"	"ukb24304_c7_b2754_v1.vcf.gz"
"7"	"137750001"	"137800000"	"b2755"	"ukb24304_c7_b2755_v1.vcf.gz"
"7"	"137800001"	"137850000"	"b2756"	"ukb24304_c7_b2756_v1.vcf.gz"
"7"	"137850001"	"137900000"	"b2757"	"ukb24304_c7_b2757_v1.vcf.gz"
"7"	"137900001"	"137950000"	"b2758"	"ukb24304_c7_b2758_v1.vcf.gz"
"7"	"137950001"	"1.38e+08"	"b2759"	"ukb24304_c7_b2759_v1.vcf.gz"
"7"	"138000001"	"138050000"	"b2760"	"ukb24304_c7_b2760_v1.vcf.gz"
"7"	"138050001"	"138100000"	"b2761"	"ukb24304_c7_b2761_v1.vcf.gz"
"7"	"138100001"	"138150000"	"b2762"	"ukb24304_c7_b2762_v1.vcf.gz"
"7"	"138150001"	"138200000"	"b2763"	"ukb24304_c7_b2763_v1.vcf.gz"
"7"	"138200001"	"138250000"	"b2764"	"ukb24304_c7_b2764_v1.vcf.gz"
"7"	"138250001"	"138300000"	"b2765"	"ukb24304_c7_b2765_v1.vcf.gz"
"7"	"138300001"	"138350000"	"b2766"	"ukb24304_c7_b2766_v1.vcf.gz"
"7"	"138350001"	"138400000"	"b2767"	"ukb24304_c7_b2767_v1.vcf.gz"
"7"	"138400001"	"138450000"	"b2768"	"ukb24304_c7_b2768_v1.vcf.gz"
"7"	"138450001"	"138500000"	"b2769"	"ukb24304_c7_b2769_v1.vcf.gz"
"7"	"138500001"	"138550000"	"b2770"	"ukb24304_c7_b2770_v1.vcf.gz"
"7"	"138550001"	"138600000"	"b2771"	"ukb24304_c7_b2771_v1.vcf.gz"
"7"	"138600001"	"138650000"	"b2772"	"ukb24304_c7_b2772_v1.vcf.gz"
"7"	"138650001"	"138700000"	"b2773"	"ukb24304_c7_b2773_v1.vcf.gz"
"7"	"138700001"	"138750000"	"b2774"	"ukb24304_c7_b2774_v1.vcf.gz"
"7"	"138750001"	"138800000"	"b2775"	"ukb24304_c7_b2775_v1.vcf.gz"
"7"	"138800001"	"138850000"	"b2776"	"ukb24304_c7_b2776_v1.vcf.gz"
"7"	"138850001"	"138900000"	"b2777"	"ukb24304_c7_b2777_v1.vcf.gz"
"7"	"138900001"	"138950000"	"b2778"	"ukb24304_c7_b2778_v1.vcf.gz"
"7"	"138950001"	"1.39e+08"	"b2779"	"ukb24304_c7_b2779_v1.vcf.gz"
"7"	"139000001"	"139050000"	"b2780"	"ukb24304_c7_b2780_v1.vcf.gz"
"7"	"139050001"	"139100000"	"b2781"	"ukb24304_c7_b2781_v1.vcf.gz"
"7"	"139100001"	"139150000"	"b2782"	"ukb24304_c7_b2782_v1.vcf.gz"
"7"	"139150001"	"139200000"	"b2783"	"ukb24304_c7_b2783_v1.vcf.gz"
"7"	"139200001"	"139250000"	"b2784"	"ukb24304_c7_b2784_v1.vcf.gz"
"7"	"139250001"	"139300000"	"b2785"	"ukb24304_c7_b2785_v1.vcf.gz"
"7"	"139300001"	"139350000"	"b2786"	"ukb24304_c7_b2786_v1.vcf.gz"
"7"	"139350001"	"139400000"	"b2787"	"ukb24304_c7_b2787_v1.vcf.gz"
"7"	"139400001"	"139450000"	"b2788"	"ukb24304_c7_b2788_v1.vcf.gz"
"7"	"139450001"	"139500000"	"b2789"	"ukb24304_c7_b2789_v1.vcf.gz"
"7"	"139500001"	"139550000"	"b2790"	"ukb24304_c7_b2790_v1.vcf.gz"
"7"	"139550001"	"139600000"	"b2791"	"ukb24304_c7_b2791_v1.vcf.gz"
"7"	"139600001"	"139650000"	"b2792"	"ukb24304_c7_b2792_v1.vcf.gz"
"7"	"139650001"	"139700000"	"b2793"	"ukb24304_c7_b2793_v1.vcf.gz"
"7"	"139700001"	"139750000"	"b2794"	"ukb24304_c7_b2794_v1.vcf.gz"
"7"	"139750001"	"139800000"	"b2795"	"ukb24304_c7_b2795_v1.vcf.gz"
"7"	"139800001"	"139850000"	"b2796"	"ukb24304_c7_b2796_v1.vcf.gz"
"7"	"139850001"	"139900000"	"b2797"	"ukb24304_c7_b2797_v1.vcf.gz"
"7"	"139900001"	"139950000"	"b2798"	"ukb24304_c7_b2798_v1.vcf.gz"
"7"	"139950001"	"1.4e+08"	"b2799"	"ukb24304_c7_b2799_v1.vcf.gz"
"7"	"140000001"	"140050000"	"b2800"	"ukb24304_c7_b2800_v1.vcf.gz"
"7"	"140050001"	"140100000"	"b2801"	"ukb24304_c7_b2801_v1.vcf.gz"
"7"	"140100001"	"140150000"	"b2802"	"ukb24304_c7_b2802_v1.vcf.gz"
"7"	"140150001"	"140200000"	"b2803"	"ukb24304_c7_b2803_v1.vcf.gz"
"7"	"140200001"	"140250000"	"b2804"	"ukb24304_c7_b2804_v1.vcf.gz"
"7"	"140250001"	"140300000"	"b2805"	"ukb24304_c7_b2805_v1.vcf.gz"
"7"	"140300001"	"140350000"	"b2806"	"ukb24304_c7_b2806_v1.vcf.gz"
"7"	"140350001"	"140400000"	"b2807"	"ukb24304_c7_b2807_v1.vcf.gz"
"7"	"140400001"	"140450000"	"b2808"	"ukb24304_c7_b2808_v1.vcf.gz"
"7"	"140450001"	"140500000"	"b2809"	"ukb24304_c7_b2809_v1.vcf.gz"
"7"	"140500001"	"140550000"	"b2810"	"ukb24304_c7_b2810_v1.vcf.gz"
"7"	"140550001"	"140600000"	"b2811"	"ukb24304_c7_b2811_v1.vcf.gz"
"7"	"140600001"	"140650000"	"b2812"	"ukb24304_c7_b2812_v1.vcf.gz"
"7"	"140650001"	"140700000"	"b2813"	"ukb24304_c7_b2813_v1.vcf.gz"
"7"	"140700001"	"140750000"	"b2814"	"ukb24304_c7_b2814_v1.vcf.gz"
"7"	"140750001"	"140800000"	"b2815"	"ukb24304_c7_b2815_v1.vcf.gz"
"7"	"140800001"	"140850000"	"b2816"	"ukb24304_c7_b2816_v1.vcf.gz"
"7"	"140850001"	"140900000"	"b2817"	"ukb24304_c7_b2817_v1.vcf.gz"
"7"	"140900001"	"140950000"	"b2818"	"ukb24304_c7_b2818_v1.vcf.gz"
"7"	"140950001"	"1.41e+08"	"b2819"	"ukb24304_c7_b2819_v1.vcf.gz"
"7"	"141000001"	"141050000"	"b2820"	"ukb24304_c7_b2820_v1.vcf.gz"
"7"	"141050001"	"141100000"	"b2821"	"ukb24304_c7_b2821_v1.vcf.gz"
"7"	"141100001"	"141150000"	"b2822"	"ukb24304_c7_b2822_v1.vcf.gz"
"7"	"141150001"	"141200000"	"b2823"	"ukb24304_c7_b2823_v1.vcf.gz"
"7"	"141200001"	"141250000"	"b2824"	"ukb24304_c7_b2824_v1.vcf.gz"
"7"	"141250001"	"141300000"	"b2825"	"ukb24304_c7_b2825_v1.vcf.gz"
"7"	"141300001"	"141350000"	"b2826"	"ukb24304_c7_b2826_v1.vcf.gz"
"7"	"141350001"	"141400000"	"b2827"	"ukb24304_c7_b2827_v1.vcf.gz"
